chunk_id,speech_id,leader,language,speech_date,speech_type,source,chunk_index,n_chunks_in_speech,relative_position,chunk_text,token_count,word_count,paragraph_indices,is_short
macron2023_c000,macron2023,macron,fr,2023-12-31,new_year_address,,0,25,0.0,"Françaises, Français, de métropole, de nos outre-mer et de l’étranger,

En vous présentant mes vœux, je veux commencer par exprimer notre gratitude à tous pour nos compatriotes qui, ce soir encore, protègent, soignent, aident, assurent la continuité de la vie de la Nation. Grâce à eux, nous pouvons passer ces moments d’une année à l’autre en famille et avec nos proches. Et en ces instants, je veux aussi dire particulièrement mon affection à ceux qui sont malades ou resteront seuls.",135,80,0;1,False
macron2023_c001,macron2023,macron,fr,2023-12-31,new_year_address,,1,25,0.042,"2023 aura été marquée par la poursuite de la guerre en Ukraine, la guerre aujourd’hui au Proche-Orient et les bombardements sur Gaza ; par les attaques terroristes du 7 octobre en Israël où 41 Français ont été assassinés, et je pense ce soir à leurs familles comme je pense aux familles de nos compatriotes encore retenus en otage.",91,58,2,False
macron2023_c002,macron2023,macron,fr,2023-12-31,new_year_address,,2,25,0.083,"Marquée encore par la tension géopolitique croissante, les conséquences des dérèglements climatiques sur notre territoire, des actes terroristes sur notre sol. Par des divisions, des gestes de haine, parfois, des violences, à plusieurs occasions, qui fragilisent la cohésion de la Nation. Enfin, l’inflation a sévi qui rend tout plus difficile : se loger, se déplacer, faire ses courses.",105,58,3,False
macron2023_c003,macron2023,macron,fr,2023-12-31,new_year_address,,3,25,0.125,"Il y eut bien sûr des moments heureux, des moments de fierté, mais je sais combien la peur du retour de la guerre, du déclassement, de la perte de contrôle sont bien là.

Pourtant, je suis convaincu, et ce n’est pas un faux optimisme, que dans ce contexte de crises peut naître le meilleur.",82,54,4;5,False
macron2023_c004,macron2023,macron,fr,2023-12-31,new_year_address,,4,25,0.167,"C’est pourquoi, je n’ai cessé de suivre la même logique : agir avec détermination et constance pour aujourd’hui et pour demain. Depuis sept ans, là où vous m’avez placé, je tâche de rendre la France plus forte et plus juste, de libérer, protéger, unir. Tel est le cap et nous le tenons. Et il en fut de même en 2023.",95,60,6,False
macron2023_c005,macron2023,macron,fr,2023-12-31,new_year_address,,5,25,0.208,"En 2023, la France est sans doute l’un des pays occidentaux qui, en dépit du contexte, a pris le plus de décisions, conduit le plus de transformations. Certaines, comme la réforme des retraites, étaient, je le sais, impopulaires. Je les assume car je m’y étais engagé et elles étaient nécessaires au pays.

Tous ces mois passés ont donc été bien loin de l’impuissance qu’on nous prédisait, et c’est heureux. Et je veux ici tout particulièrement en remercier la Première ministre et son gouvernement.",139,83,7;8,False
macron2023_c006,macron2023,macron,fr,2023-12-31,new_year_address,,6,25,0.25,"En 2023, nous avons agi, agi au service de l’objectif de réindustrialisation et de plein-emploi, dont les premiers résultats sont là. Les retraites, l’assurance chômage, la relance de nos industries vertes, l’accélération de France 2030, la refondation du lycée professionnel, la réforme de Pôle emploi et du revenu de solidarité active, la réforme du marché européen de l’électricité : toutes ces grandes transformations ont été décidées, votées, et ont commencé à entrer en vigueur cette année.",138,76,9,False
macron2023_c007,macron2023,macron,fr,2023-12-31,new_year_address,,7,25,0.292,"Et nous avons continué cette année de créer des emplois, tout en réduisant encore plus rapidement nos émissions de gaz à effet de serre, conformément à nos engagements. Ceci prouve que vous êtes au rendez-vous de la mobilisation.

Grâce à ce réarmement économique, nous continuons d’être en mesure de financer notre modèle social, de nous protéger contre les crises ou l’inflation mais aussi d’investir pour réarmer nos services publics. Et c’est ce que nous avons fait.

Nous avons investi dans notre école, notre santé afin de mieux accompagner et de mieux corriger les inégalités de destin. Nous avons posé les fondations d’une planification écologique inédite et dégagé des moyens massifs pour accompagner chacun de vous dans cette transition.",184,118,10;11;12,False
macron2023_c008,macron2023,macron,fr,2023-12-31,new_year_address,,8,25,0.333,"Nous avons aussi en en 2023, voté pour les années à venir des lois historiques pour nous protéger. Loi historique pour nos militaires : en une décennie, le budget de nos armées aura ainsi été doublé. Loi historique pour nos policiers, nos gendarmes, nos magistrats, nos greffiers, afin d’assurer l’ordre et l’unité républicaines en assumant de créer des milliers de postes pour mieux vous protéger. Nous continuerons de rétablir l’autorité partout où elle manque face aux incivilités et à la délinquance.",149,81,13,False
macron2023_c009,macron2023,macron,fr,2023-12-31,new_year_address,,9,25,0.375,"En matière d’immigration, la loi votée en décembre, comme l’accord conclu au niveau européen, nous donnent les instruments nécessaires pour faire mieux respecter les principes de la République c’est à dire à la fois lutter contre les passeurs et l’immigration clandestine et mieux intégrer ceux qui ont vocation à demeurer sur notre sol : réfugiés, étudiants, chercheurs, travailleurs.",97,58,14,False
macron2023_c010,macron2023,macron,fr,2023-12-31,new_year_address,,10,25,0.417,"Alors je sais bien sûr les impatiences, oserais-je dire que je le partage, même si les premiers changements sont visibles. Je sais que vous voudriez que nous fassions plus et plus vite. Et c’est pour atteindre cet objectif que l’année 2024 doit avant tout être une année de détermination. Agir, agir encore, dans l’intérêt de la Nation.",96,57,15,False
macron2023_c011,macron2023,macron,fr,2023-12-31,new_year_address,,11,25,0.458,"Nous serons déterminés à agir pour l’école, l’enfance et l’éducation, afin de rétablir le niveau de nos élèves, l’autorité de nos professeurs, la force de notre enseignement laïc et républicain. Après le réarmement économique, le réarmement de l’Etat et de nos services publics, il nous faudra ainsi engager notre réarmement civique. La France c’est une culture, une Histoire, une langue, des valeurs universelles qui s’apprennent dès le plus jeune âge. A chaque génération.",134,73,16,False
macron2023_c012,macron2023,macron,fr,2023-12-31,new_year_address,,12,25,0.5,"Nous serons déterminés, aussi, à rendre notre République plus forte en luttant contre la délinquance, en nous attaquant plus fermement aux discriminations, en permettant des progrès concrets pour l’égalité entre les femmes et les hommes, pour la petite enfance, pour nos compatriotes en situation de handicap. Déterminés, nous le serons à agir pour amplifier notre réarmement industriel, technologique et scientifique. Nous devrons tout faire pour atteindre notre ambition de plein-emploi, continuer d’innover, mais aussi d’attirer les talents comme les entreprises et produire davantage en France.",146,85,17,False
macron2023_c013,macron2023,macron,fr,2023-12-31,new_year_address,,13,25,0.542,"Ainsi, nous nous engagerons l’année prochaine dans des grands chantiers de pointe, du nucléaire à l’intelligence artificielle ou aux transports. Pour qu’en 2027 nous ayons dix ans d’avance là où en 2017, nous avions dix ans de retard.

En 2024, nous aurons à accélérer encore nos efforts et simplifier drastiquement la vie de nos entrepreneurs, de nos agriculteurs, de nos commerçants, nos artisans, nos élus et en particulier nos maires, et pour de nombreux secteurs, dont celui du logement.",142,79,17;18,False
macron2023_c014,macron2023,macron,fr,2023-12-31,new_year_address,,14,25,0.583,"Enfin, nous serons déterminés à agir pour qu’en 2024, notre écologie, cette écologie à la française, notre planification continuent de se déployer comme un modèle et un chemin singulier, qui nous permettront de sortir des énergies fossiles et de gagner en indépendance et en progrès. La France, qui produit déjà l’électricité parmi les plus décarbonées d’Europe, sortira totalement du charbon d’ici 2027. Et c’est ce même combat que nous porterons à l’international avec entre autres notre Pacte pour les peuples et la planète.",146,83,19,False
macron2023_c015,macron2023,macron,fr,2023-12-31,new_year_address,,15,25,0.625,"2024, année de la détermination, de l’efficacité des résultats. Et j’aurai l’occasion dans les semaines qui viennent de vous dire comment notre Nation relèvera ces défis.
Mes chers compatriotes, l’action n’est pas une option. L’action est notre devoir pour les générations futures. Voilà pourquoi je serai inlassablement du côté de ceux qui agissent au service du pays et jamais de ceux qui, refusant de vous dire la réalité pour justifier de ne rien faire, à la fin nous affaiblissent. Jamais du côté de ceux qui privilégient les calculs électoraux les petits arrangements ou leurs intérêts personnels.",162,96,20,False
macron2023_c016,macron2023,macron,fr,2023-12-31,new_year_address,,16,25,0.667,"Nous devons donc continuer ce réarmement de la Nation face au dérèglement du monde. Car la force de caractère est la vertu des temps difficiles.
2024 sera aussi une année de choix décisifs.

Nous aurons à faire le choix d’une Europe plus forte plus souveraine, à la lumière de l’héritage de Jacques Delors. Une Europe qui œuvre à la paix au Proche-Orient et sur notre propre continent, en continuant à soutenir le peuple ukrainien et avec lui, notre sécurité, notre liberté, nos valeurs.",129,83,21;22,False
macron2023_c017,macron2023,macron,fr,2023-12-31,new_year_address,,17,25,0.708,Vous aurez au mois de juin prochain à vous prononcer sur la poursuite de ce réarmement de notre souveraineté européenne face aux périls : arrêter la Russie et soutenir les Ukrainiens ou céder aux puissances autoritaires en Ukraine ; continuer l’Europe ou la bloquer ; poursuivre la transition écologique et productive ou revenir en arrière ; affirmer la force des démocraties libérales ou céder aux mensonges qui sèment le chaos.,116,70,22,False
macron2023_c018,macron2023,macron,fr,2023-12-31,new_year_address,,18,25,0.75,"2024 sera enfin l’année de nos fiertés françaises. Fierté pour ces milliers de compagnons, d’artisans, d’entrepreneurs qui ont pris part au magnifique chantier pour rebâtir Notre-Dame-de-Paris dont la flèche, s’élance à nouveau vers le ciel et coiffe une cathédrale qui rouvrira le 8 décembre prochain.",92,45,23,False
macron2023_c019,macron2023,macron,fr,2023-12-31,new_year_address,,19,25,0.792,"Nous sommes une Nation de compagnons de bâtisseurs, capable, quand elle s’unit, de résister, de se relever. Oui, en cinq années, comme promis, nous aurons rebâti la cathédrale et accompli l’impossible. Nous sommes cette Nation qui, lorsqu’elle est fière d’elle-même, porte toujours un espoir universel.",84,45,24,False
macron2023_c020,macron2023,macron,fr,2023-12-31,new_year_address,,20,25,0.833,"2024, nous célèbrerons aussi notre Histoire. 80 ans après 1944, nous serons fiers de notre passé, de nos héros aux destins mêlés. Soldats des armées alliées, mais aussi Français de naissance ou de préférence, Français et étrangers de la Résistance. Tous en lutte pour que soit libérée une France fidèle à l’esprit des Lumières, et à l’esprit de notre Révolution.",113,60,25,False
macron2023_c021,macron2023,macron,fr,2023-12-31,new_year_address,,21,25,0.875,"2024 sera une année de fierté de la langue française. Après avoir restauré le château de Villers-Cotterêts et y avoir créé la Cité internationale de la langue française, nous y accueillerons dans quelques mois le monde de la Francophonie.

2024, sera aussi une année de fierté française, sportive, puisque les Jeux Olympiques et Paralympiques seront, chez nous, en France, et ainsi comme chez eux, en métropole comme dans nos outre-mer.",119,70,26;27,False
macron2023_c022,macron2023,macron,fr,2023-12-31,new_year_address,,22,25,0.917,"Nous serons fiers de nos athlètes, de nos artistes, de nos paysages, de cette fête populaire, permise par des milliers de bénévoles, bâtissant aussi pour notre Nation un héritage sportif. Par notre engagement à tous qui commencera dès demain.

Oui, 2024 sera vous l’avez compris un millésime français. Parce que c’est une fois par décennie que l’on commémore avec cette ampleur notre Libération. C’est une fois par siècle que l’on accueille les Jeux Olympiques et Paralympiques. Et c’est une fois par millénaire que l’on rebâtit une cathédrale. C’est une fois par génération que le destin de la suivante se joue comme sans doute il se joue maintenant.",179,107,28;29,False
macron2023_c023,macron2023,macron,fr,2023-12-31,new_year_address,,23,25,0.958,"2024, année de détermination, de choix, de régénération, de fierté. Au fond, une année d’espérance. Oui, cette année, beaucoup de notre avenir se détermine. Alors, à nous de faire ensemble. A nous de choisir plutôt que de subir, à nous de tracer la route plutôt que de suivre.",81,48,30,False
macron2023_c024,macron2023,macron,fr,2023-12-31,new_year_address,,24,25,1.0,"Et notre Histoire toute entière nous enseigne que la volonté de quelques-uns peut abattre toutes les fatalités. Alors à nous de faire, oui, d’agir ensemble, de continuer de dépasser les clivages, les corporatismes, car il y a en notre peuple les ressorts profonds pour relever ces défis.
Mes chers compatriotes, je vous souhaite une très belle et une très heureuse année 2024.

Pour que la France puisse s’unir, agir et resplendir. Qu’elle soit digne de l’« indéfinissable splendeur de ceux qui sont destinés aux grandes entreprises », parce que c’est nous. Vive la République. Vive la France.",167,97,31;32,False
macron2024_c000,macron2024,macron,fr,2024-12-31,new_year_address,,0,22,0.0,"Mes chers compatriotes,

Ensemble cette année, nous avons prouvé qu'impossible n'était pas français.

Nous avons été la première Nation à modifier notre Constitution pour garantir le droit des femmes à interrompre volontairement leur grossesse. Nous avons fait avancer l’égalité femmes-hommes entre autres grâce au courage de celles qui ont su dénoncer.",81,51,0;1;2,False
macron2024_c001,macron2024,macron,fr,2024-12-31,new_year_address,,1,22,0.048,"Nous avons continué de bâtir une écologie de progrès, de lutter contre le changement climatique en baissant nos émissions, en ouvrant des usines, en continuant aussi de nous battre pour notre présent et notre avenir.

Nous avons célébré la bravoure de nos Résistants et de ceux qui nous ont libérés, 80 ans après, de la Normandie à la Provence.",97,59,3;4,False
macron2024_c002,macron2024,macron,fr,2024-12-31,new_year_address,,2,22,0.095,"Nous nous sommes souvenus, de ceux tombés pour que la France se relève. Nos héros, nos aînés, nos alliés, ceux venus de tous les continents pour libérer la patrie.

Nous avons eu aussi, comme promis il y a un an, des moments de grande fierté. D'abord, nous avons organisé cet été des Jeux olympiques et paralympiques, aussitôt entrés dans l'Histoire, entrés dans nos mémoires, dans nos cœurs qui ont fait vibrer un pays uni, de Saint-Denis à Tahiti, et ont montré une France pleine d'audace, de panache, follement libre.",154,89,5;6,False
macron2024_c003,macron2024,macron,fr,2024-12-31,new_year_address,,3,22,0.143,"Une France qui rayonne avec ses exploits sportifs, ses émotions, sa générosité, une ville de Paris magnifiée.

Nos Jeux Olympiques et Paralympiques, oui, sont et resteront un moment inoubliable de la vie de la Nation.

En ce mois de décembre 2024, comme nous l'avions promis, nous avons rendu au culte et rouvert au public Notre-Dame de Paris. Cinq ans après l'incendie de 2019, Notre-Dame rebâtie demeure le symbole de notre volonté française.",130,72,7;8;9,False
macron2024_c004,macron2024,macron,fr,2024-12-31,new_year_address,,4,22,0.19,"Des milliers de compagnons, d'artisans, de femmes et d'hommes ont rebâti la cathédrale jour après jour pendant ces cinq années. Elle a été rendue à tous et le monde entier a pu admirer ce travail.

Demain, sachons garder le meilleur de ce que nous avons été durant cette année 2024. Unis, déterminés, solidaires et face à chacune des grandes épreuves, face à ce que tant et tant disaient impossible, nous avons réussi parce que nous avons été ensemble.",123,78,10;11,False
macron2024_c005,macron2024,macron,fr,2024-12-31,new_year_address,,5,22,0.238,"Unis, déterminés et solidaires, nous l’avons aussi été face aux épreuves et aux drames de 2024 : les catastrophes climatiques, la crise que traversent encore aujourd’hui nos agriculteurs que nous continuerons de protéger et de soutenir, les tensions dans plusieurs de nos territoires et le ralentissement économique mondial.",86,48,12,False
macron2024_c006,macron2024,macron,fr,2024-12-31,new_year_address,,6,22,0.286,"Ensemble, nous sommes aujourd’hui aux côtés des habitants de Mayotte auxquels nous pensons avec émotion et fraternité. Et nous sommes et serons bien entendu aux côtés de l’ensemble de nos territoires d’Outre-mer, depuis les Antilles jusqu’à la Nouvelle-Calédonie, qui a tant souffert ces derniers mois.",83,45,13,False
macron2024_c007,macron2024,macron,fr,2024-12-31,new_year_address,,7,22,0.333,"Nous sommes aussi confrontés à l’instabilité politique, elle n’est pas propre à la France, nous le voyons aussi chez nos amis Allemands qui viennent de dissoudre leur Assemblée. Mais cela nous inquiète légitimement.

Je dois bien reconnaître ce soir que la dissolution a apporté, pour le moment, davantage de divisions à l’Assemblée que de solutions pour les Français.",92,58,14;15,False
macron2024_c008,macron2024,macron,fr,2024-12-31,new_year_address,,8,22,0.381,"Si j’ai décidé de dissoudre c’était pour vous redonner la parole, pour retrouver de la clarté et éviter l’immobilisme qui menaçait. Mais la lucidité et l’humilité commandent de reconnaître qu’à cette heure, cette décision a produit plus d’instabilité que de sérénité et j’en prends toute ma part.",87,47,16,False
macron2024_c009,macron2024,macron,fr,2024-12-31,new_year_address,,9,22,0.429,"L’Assemblée actuelle représente néanmoins le pays dans sa diversité, et donc aussi dans ses divisions. Elle est pleinement légitime et dans cette configuration inédite mais démocratique, elle doit savoir dégager des majorités, comme le font d’ailleurs les Parlements des grandes démocraties, et notre gouvernement doit pouvoir tenir un chemin de compromis pour agir.",88,53,17,False
macron2024_c010,macron2024,macron,fr,2024-12-31,new_year_address,,10,22,0.476,"Je remercie ici Michel BARNIER, qui après Elisabeth BORNE et Gabriel ATTAL, s'est engagé avec sincérité, et j’adresse tous mes vœux à François BAYROU et à son gouvernement.

Je souhaite que l’année qui s’ouvre soit celle du ressaisissement collectif, qu’elle permette la stabilité, les bons compromis pour prendre les bonnes décisions au service des Français.",101,55,18;19,False
macron2024_c011,macron2024,macron,fr,2024-12-31,new_year_address,,11,22,0.524,"Car nous ne pouvons pas nous permettre d’attendre. L’année 2025 doit être une année d’action, une année utile pour vous et pour vous permettre de vivre mieux. Le pouvoir d’achat, le travail, la sécurité, la justice, aider aussi nos élus et nos associations : pour tout cela, il est nécessaire d’adopter un budget.",85,53,20,False
macron2024_c012,macron2024,macron,fr,2024-12-31,new_year_address,,12,22,0.571,"Nous pouvons rendre la vie meilleure en nous mettant d’accord sur quelques sujets simples : faciliter la vie de tous ceux qui travaillent dur, améliorer la sécurité au quotidien, juger plus vite et permettre à chaque famille d’avoir accès à la meilleure instruction pour ses enfants, à la santé et aux services publics de base. A nous de le faire donc.",84,61,21,False
macron2024_c013,macron2024,macron,fr,2024-12-31,new_year_address,,13,22,0.619,"L’année 2025 doit aussi être une année d’unité, de responsabilité pour bâtir une France plus forte, plus indépendante face aux dérèglements du monde.

Les guerres en Ukraine et au Proche-Orient ne sont pas des conflits lointains. Elles nous concernent directement et menacent notre sécurité, notre unité, notre économie.

Les derniers évènements en Syrie, la manipulation des élections en Moldavie, en Géorgie, en Roumanie, les attentats terroristes en Europe et dans notre voisinage, montrent combien notre sécurité et le bon fonctionnement de nos démocraties ne sont jamais acquis.",155,87,22;23;24,False
macron2024_c014,macron2024,macron,fr,2024-12-31,new_year_address,,14,22,0.667,"C’est pourquoi l’Europe ne peut plus déléguer à d’autres puissances sa sécurité et sa défense. En 2025, la France devra continuer d’investir pour son réarmement militaire, pour garantir notre souveraineté, la protection de nos intérêts et la sécurité de nos compatriotes. Et l’Europe devra quant à elle accélérer pour prendre en main sa défense, sa sécurité, ses frontières. C’est ce pour quoi je me bats depuis tant d’années et ce que nous avons commencé à bâtir avec nos partenaires européens, et que nous poursuivrons.",144,84,25,False
macron2024_c015,macron2024,macron,fr,2024-12-31,new_year_address,,15,22,0.714,"Nous devons lucidement voir que le monde avance plus vite et bouscule nombre de nos certitudes. Ce que nous tenions pour acquis ne l’est plus.

Il n’y aura pas de prospérité sans sécurité et la France, par sa puissance diplomatique et militaire, à cet égard, a toujours un rôle à jouer.

Pour que nos enfants vivent mieux que nous, il faut aussi que s’inventent en France et en Europe les technologies et les entreprises qui façonneront le monde de demain, notre avenir, notre croissance : l’intelligence artificielle, les révolutions du quantique, de l’énergie, de la biologie pour ne citer que quelques-uns de ces chantiers.",161,104,26;27;28,False
macron2024_c016,macron2024,macron,fr,2024-12-31,new_year_address,,16,22,0.762,"Les Européens doivent en finir avec la naïveté. Dire non aux lois du commerce édictées par d’autres et que nous sommes les seuls à encore respecter, dire non à tout ce qui nous fait dépendre des autres, sans contrepartie et sans préparer notre avenir.

A l‘inverse il nous faut le réveil européen, réveil scientifique, intellectuel, technologique, industriel, réveil agricole, énergétique et écologique. Il faut pour cela aller plus vite, prendre nos décisions plus rapidement, plus fortement en Européens, simplifier nos règles pour nos compatriotes comme nos entreprises et investir davantage.",151,90,29;30,False
macron2024_c017,macron2024,macron,fr,2024-12-31,new_year_address,,17,22,0.81,"Cela suppose une France qui continue d’être attractive, qui travaille et innove plus, qui continue de créer des emplois et qui assure sa croissance en tenant ses finances. J’y veillerai.

Depuis sept ans, nous avons réussi à résister aux pires crises, tout en baissant le chômage, tout en réindustrialisant et en attirant les inventions du monde entier.",89,57,31;32,False
macron2024_c018,macron2024,macron,fr,2024-12-31,new_year_address,,18,22,0.857,"Nous avons de nouveau prouvé cette année notre capacité à tenir notre rang dans des secteurs d’avenir, avec par exemple le lancement d’Ariane 6 ou le raccordement du nouveau réacteur nucléaire de Flamanville. Là se bâtit notre indépendance et nous devons rester forts et crédibles au cœur d’une Europe qui doit accélérer.",88,52,33,False
macron2024_c019,macron2024,macron,fr,2024-12-31,new_year_address,,19,22,0.905,"A nous donc, collectivement, de faire, car 2025 imposera l’audace et le sens des décisions.

Mes chers compatriotes, les grandes Nations sont celles qui, dans les moments de crise, de doute, savent voir loin, se détacher des polémiques du quotidien pour bâtir l’avenir et prendre un temps d’avance.",86,48,34;35,False
macron2024_c020,macron2024,macron,fr,2024-12-31,new_year_address,,20,22,0.952,"Nous y sommes. C’est pourquoi, en 2025, nous tiendrons le cap.

Nous sommes à un quart de siècle. Une partie des promesses de l’an 2000 ont été tenues mais tant de désordres, de déséquilibres sont apparus aussi. Alors pour le quart de siècle qui vient, je veux que nous puissions décider et agir, avec 2050 en ligne de mire.

Nous aurons des choix à faire pour notre économie, notre démocratie, notre sécurité, nos enfants. Oui, l’espérance, la prospérité et la paix du quart de siècle qui vient dépendent de nos choix, aujourd’hui.",158,92,36;37;38,False
macron2024_c021,macron2024,macron,fr,2024-12-31,new_year_address,,21,22,1.0,"C’est pour cela qu’en 2025 nous continuerons de décider et je vous demanderai aussi de trancher certains de ces sujets déterminants. Car chacun d’entre vous aura un rôle à jouer. Chacun d’entre vous sera nécessaire pour réussir ce projet que je viens rapidement de brosser devant vous. Oui, comme pour les grands chantiers qui ont fait notre Histoire, et encore l’année qui vient de s’écouler, chacun d’entre vous est nécessaire pour bâtir une Nation et une République plus belles encore.

C’est pour cela que je nous souhaite pour 2025 d’être unis, déterminés et fraternels.

Très belle, très heureuse année 2025 à vous et à vos proches.

Vive la République.
Vive la France.",193,112,39;40;41;42,False
macron2025_c000,macron2025,macron,fr,2025-12-31,new_year_address,,0,17,0.0,"Françaises, Français, mes chers compatriotes,

J'ai, en ce soir de 31 décembre, une pensée avant tout pour ceux qui assurent la continuité de la Nation : forces de sécurité, sapeurs-pompiers, bénévoles, soignants, travailleurs, tous ceux qui sont ce soir comme toujours en première ligne face aux difficultés. Protéger, soigner, nourrir, aider, apporter secours et fraternité, ainsi va la vie des grandes nations qui tiennent chaque jour par le dévouement de leurs citoyens. J'ai une pensée en votre nom à tous, pour celles et ceux qui sont seuls, malades, dans l'épreuve ou le dénuement.",162,93,0;1,False
macron2025_c001,macron2025,macron,fr,2025-12-31,new_year_address,,1,17,0.062,"Je sais comme la situation est difficile pour beaucoup d'entre vous, placés devant des souffrances personnelles et les malheurs de la vie, et je veux vous dire notre soutien et notre affection.

Grâce à l'engagement de tous, grâce à vous, nous tenons. Oui, notre pays tient. Fort de ses institutions, de ses services publics, fort de ses armées qui sont les plus efficaces d'Europe, par l'engagement de ses soldats. Fort de notre économie, où jamais autant de Français n'ont eu un emploi, où la croissance se tient et où notre inflation est l'une des plus faibles de la zone euro. Fort de notre recherche, de notre excellence académique, de nos initiatives diplomatiques aussi, qu'il s'agisse de celles prises pour la paix, le climat ou nos océans.",193,126,1;2,False
macron2025_c002,macron2025,macron,fr,2025-12-31,new_year_address,,2,17,0.125,"Mais au-delà de tout cela, nul n'est aveugle sur les désordres du monde et nos propres failles. Notre monde est plus dur chaque jour. La guerre et l'instabilité continuent d'être là, au Proche et au Moyen-Orient, avec des conséquences sur nos économies, nos intérêts, parfois notre cohésion. Et la guerre continue de sévir sur le sol européen, avec une intensité particulière depuis que la Russie a décidé d'une nouvelle agression de l'Ukraine voilà bientôt 4 ans. Nous assistons au retour des empires, à la remise en cause de l'ordre international, un monde de guerres commerciales, de compétition technologique, souvent d'instabilité.",173,100,3,False
macron2025_c003,macron2025,macron,fr,2025-12-31,new_year_address,,3,17,0.188,"Je vois aussi nos propres divisions, nos doutes, la solitude croissante qui existe dans la société, la baisse de notre natalité, l'insécurité, les difficultés de pouvoir d'achat.",48,27,4,True
macron2025_c004,macron2025,macron,fr,2025-12-31,new_year_address,,4,17,0.25,"Je sais toutes les impatiences, parfois les colères, qui continuent d'exister dans le pays et je partage plusieurs d'entre elles. Ces urgences exigent des réponses. Dès les premières semaines de l'année qui s'ouvre, le Gouvernement et le Parlement auront à bâtir des accords pour doter la nation d'un budget. C'est indispensable. Dès le début de l'année 2026, il faudra agir, soutenir nos agriculteurs face aux crises et les protéger de décisions qui peuvent menacer notre capacité à produire, comme notre sécurité alimentaire. Renforcer encore notre économie en simplifiant les règles pour nos entrepreneurs, comme pour nos agriculteurs.",165,97,5,False
macron2025_c005,macron2025,macron,fr,2025-12-31,new_year_address,,5,17,0.312,"Persévérer dans nos efforts contre l'insécurité, contre toutes les formes d'incivilité, et mener sans relâche la lutte contre les trafics de drogue sous toutes leurs formes. Continuer à reprendre le contrôle de nos frontières françaises et européennes face à l'immigration illégale, poursuivre la formation de nos enseignants et donner les moyens à l'école comme au collège de mieux transmettre les savoirs fondamentaux, reconnaître les compétences de nos médecins en ville comme à l'hôpital, en simplifiant leur exercice et en leur permettant de davantage décider et d'organiser leur activité.",156,88,5,False
macron2025_c006,macron2025,macron,fr,2025-12-31,new_year_address,,6,17,0.375,"Mettre en œuvre une décentralisation concrète et radicale, construite avec nos élus de terrain pour simplifier le fonctionnement du pays, faire des économies et répondre aussi, par là même, aux aspirations légitimes de la Corse et de plusieurs territoires d'Outre-mer. Pour tout cela, et j'aurais pu égrener ici tous les chantiers qui nous attendent, je sais le Gouvernement à la tâche et le Premier ministre déterminé à être utile au pays et je veux ce soir les en remercier sincèrement. Cela supposera aussi la mobilisation de chacun et les efforts de tous.",151,92,5,False
macron2025_c007,macron2025,macron,fr,2025-12-31,new_year_address,,7,17,0.438,"Cette année, se tiendront aussi les élections municipales dans nos communes. Et je veux redire ce soir à tous les maires, à nos élus, ma reconnaissance et ma gratitude envers eux. Ils ont été durant ces dernières années de tous les combats, de toutes les crises à mes côtés et à votre service.

Cette année doit donc être et sera une année utile.",86,63,6;7,False
macron2025_c008,macron2025,macron,fr,2025-12-31,new_year_address,,8,17,0.5,"Je veillerai tout particulièrement à ce que plusieurs grands chantiers puissent aboutir. Nous verrons les premiers pas du service national pour l'engagement de nos jeunes, qui renforcera le lien entre nos armées et la nation. Nous protégerons nos enfants et nos adolescents des réseaux sociaux et des écrans. Nous irons, enfin, au bout du travail législatif sur la question de la fin de vie dans la dignité, sujet sur lequel je m'étais engagé, devant vous en 2022.",124,77,8,False
macron2025_c009,macron2025,macron,fr,2025-12-31,new_year_address,,9,17,0.562,"À la fin de l'année, quand le moment sera venu, s'ouvrira peu à peu la prochaine campagne pour l'élection présidentielle de 2027, la première à laquelle je ne participerai pas depuis 10 ans. Pour autant, je serai, jusqu'à la dernière seconde, au travail, tâchant chaque jour d'être à la hauteur du mandat que vous m'avez confié, et je ferai tout pour que l'élection présidentielle se déroule le plus sereinement possible, en particulier à l'abri de toute ingérence étrangère.",142,78,9,False
macron2025_c010,macron2025,macron,fr,2025-12-31,new_year_address,,10,17,0.625,"Au-delà des chantiers à mener, je veux avoir, pour notre nation, trois vœux.

D'abord, un vœu d'unité. Quels que soient les défis, notre histoire nous enseigne que nous pouvons tout relever, tout affronter, si nous savons rester unis. N'oublions donc jamais que nos raisons de vivre ensemble sont chaque jour plus fortes que ce qui peut nous diviser, que les flots des urgences, des faits divers ou des mauvaises nouvelles. Notre unité suppose de lutter sans relâche contre l'antisémitisme, contre le racisme, contre toutes les formes de discrimination.",156,88,10;11,False
macron2025_c011,macron2025,macron,fr,2025-12-31,new_year_address,,11,17,0.688,"Notre unité exige de reconnaître que chaque Française, chaque Français a un rôle à jouer pour relever les défis qui sont devant nous, que chacun d'entre nous est nécessaire et doit être encouragé et reconnu. Oui, dans notre vie de chaque jour, au fond, je nous souhaite plus de bienveillance et plus d'humanité.

Mon deuxième vœu est un vœu de force, d'indépendance. Alors que la loi du plus fort tente de s'imposer dans les affaires du monde et que notre Europe est assaillie de toutes parts, nous devons défendre notre indépendance et nos libertés.",150,94,11;12,False
